in s,C1 in V
2.3680432E-01,-4.0054321E-04
2.3681348E-01,-3.7765503E-04
2.3682264E-01,-3.8528442E-04
2.3683180E-01,-3.8528442E-04
2.3684096E-01,-3.8528442E-04
2.3685012E-01,-3.7765503E-04
2.3685928E-01,-4.1580200E-04
2.3686844E-01,-3.5476685E-04
2.3687760E-01,-3.5476685E-04
2.3688676E-01,-3.2424927E-04
2.3689592E-01,-3.4713745E-04
2.3690508E-01,-3.8528442E-04
2.3691424E-01,-3.6239624E-04
2.3692340E-01,-3.2424927E-04
2.3693256E-01,-3.0136108E-04
2.3694172E-01,-3.8528442E-04
2.3695088E-01,-4.2343140E-04
2.3696004E-01,-3.7002563E-04
2.3696920E-01,-3.7765503E-04
2.3697836E-01,-3.4713745E-04
2.3698752E-01,-3.2424927E-04
2.3699668E-01,-3.0136108E-04
2.3700584E-01,-3.2424927E-04
2.3701500E-01,-3.3187866E-04
2.3702416E-01,-3.6239624E-04
2.3703332E-01,-3.5476685E-04
2.3704248E-01,-3.4713745E-04
2.3705164E-01,-3.2424927E-04
2.3706080E-01,-3.1661987E-04
2.3706996E-01,-3.2424927E-04
2.3707912E-01,-2.9373169E-04
2.3708828E-01,-2.7847290E-04
2.3709744E-01,-2.6321411E-04
2.3710660E-01,-2.5558472E-04
2.3711576E-01,-2.7084351E-04
2.3712492E-01,-2.8610229E-04
2.3713408E-01,-2.7847290E-04
2.3714324E-01,-2.4795532E-04
2.3715240E-01,-2.9373169E-04
2.3716156E-01,-2.7847290E-04
2.3717072E-01,-2.8610229E-04
2.3717988E-01,-3.0899048E-04
2.3718904E-01,-2.3269653E-04
2.3719820E-01,-2.0980835E-04
2.3720736E-01,-1.7929077E-04
2.3721652E-01,-1.7929077E-04
2.3722568E-01,-2.0217896E-04
2.3723484E-01,-1.3351440E-04
2.3724400E-01,-2.0217896E-04
2.3725316E-01,-1.7929077E-04
2.3726232E-01,-1.3351440E-04
2.3727148E-01,-1.7166138E-04
2.3728064E-01,-1.7929077E-04
2.3728980E-01,-1.4877319E-04
2.3729896E-01,-2.0217896E-04
2.3730812E-01,-1.8692017E-04
2.3731728E-01,-1.4114380E-04
2.3732644E-01,-1.1062622E-04
2.3733560E-01,-1.3351440E-04
2.3734476E-01,-1.4877319E-04
2.3735392E-01,-1.2588501E-04
2.3736308E-01,-9.5367432E-05
2.3737224E-01,-9.5367432E-05
2.3738140E-01,-7.2479248E-05
2.3739056E-01,-1.0299683E-04
2.3739972E-01,-6.4849854E-05
2.3740888E-01,-2.6702881E-05
2.3741804E-01,-8.7738037E-05
2.3742720E-01,-7.2479248E-05
2.3743636E-01,-6.4849854E-05
2.3744552E-01,-1.1062622E-04
2.3745468E-01,-8.0108643E-05
2.3746384E-01,-2.6702881E-05
2.3747300E-01,-8.7738037E-05
2.3748216E-01,-7.2479248E-05
2.3749132E-01,-4.9591064E-05
2.3750048E-01,-7.2479248E-05
2.3750964E-01,-7.2479248E-05
2.3751880E-01,-8.7738037E-05
2.3752796E-01,-2.6702881E-05
2.3753712E-01,-2.6702881E-05
2.3754628E-01,-2.6702881E-05
2.3755544E-01,-1.9073486E-05
2.3756460E-01,4.1961670E-05
2.3757376E-01,-1.9073486E-05
2.3758292E-01,-6.4849854E-05
2.3759208E-01,-5.7220459E-05
2.3760124E-01,-4.1961670E-05
2.3761040E-01,4.1961670E-05
2.3761956E-01,4.1961670E-05
2.3762872E-01,3.8146973E-06
2.3763788E-01,3.8146973E-06
2.3764704E-01,1.1444092E-05
2.3765620E-01,3.4332275E-05
2.3766536E-01,4.1961670E-05
2.3767452E-01,7.2479248E-05
2.3768368E-01,9.5367432E-05
2.3769284E-01,8.0108643E-05
2.3770200E-01,2.6702881E-05
2.3771116E-01,5.7220459E-05
2.3772032E-01,4.9591064E-05
2.3772948E-01,5.7220459E-05
2.3773864E-01,7.2479248E-05
2.3774780E-01,8.7738037E-05
2.3775696E-01,1.1062622E-04
2.3776612E-01,1.0299683E-04
2.3777528E-01,8.0108643E-05
2.3778444E-01,9.5367432E-05
2.3779360E-01,1.2588501E-04
2.3780276E-01,1.2588501E-04
2.3781192E-01,1.4877319E-04
2.3782108E-01,1.4114380E-04
2.3783024E-01,1.6403198E-04
2.3783940E-01,1.9454956E-04
2.3784856E-01,1.7166138E-04
2.3785772E-01,1.3351440E-04
2.3786688E-01,1.8692017E-04
2.3787604E-01,1.9454956E-04
2.3788520E-01,1.8692017E-04
2.3789436E-01,2.2506714E-04
2.3790352E-01,2.3269653E-04
2.3791268E-01,2.1743774E-04
2.3792184E-01,2.4795532E-04
2.3793100E-01,2.1743774E-04
2.3794016E-01,1.9454956E-04
2.3794932E-01,2.2506714E-04
2.3795848E-01,2.3269653E-04
2.3796764E-01,2.0217896E-04
2.3797680E-01,2.3269653E-04
2.3798596E-01,2.5558472E-04
2.3799512E-01,2.0980835E-04
2.3800428E-01,2.2506714E-04
2.3801344E-01,2.4032593E-04
2.3802260E-01,2.7084351E-04
2.3803176E-01,2.6321411E-04
2.3804092E-01,2.3269653E-04
2.3805008E-01,2.2506714E-04
2.3805924E-01,2.7084351E-04
2.3806840E-01,3.0899048E-04
2.3807756E-01,2.5558472E-04
2.3808672E-01,3.0899048E-04
2.3809588E-01,3.3187866E-04
2.3810504E-01,3.4713745E-04
2.3811420E-01,3.2424927E-04
2.3812336E-01,2.7847290E-04
2.3813252E-01,3.0136108E-04
2.3814168E-01,3.1661987E-04
2.3815084E-01,3.3187866E-04
2.3816000E-01,3.3950806E-04
2.3816916E-01,3.0899048E-04
2.3817832E-01,3.6239624E-04
2.3818748E-01,3.7765503E-04
2.3819664E-01,3.8528442E-04
2.3820580E-01,3.7765503E-04
2.3821496E-01,3.7765503E-04
2.3822412E-01,4.0817261E-04
2.3823328E-01,3.8528442E-04
2.3824244E-01,4.0817261E-04
2.3825160E-01,3.7002563E-04
2.3826076E-01,3.7765503E-04
2.3826992E-01,4.0817261E-04
2.3827908E-01,4.1580200E-04
2.3828824E-01,4.4631958E-04
2.3829740E-01,4.3869019E-04
2.3830656E-01,4.8446655E-04
2.3831572E-01,4.4631958E-04
2.3832488E-01,4.2343140E-04
2.3833404E-01,4.4631958E-04
2.3834320E-01,4.6920776E-04
2.3835236E-01,4.9972534E-04
2.3836152E-01,5.1498413E-04
2.3837068E-01,4.7683716E-04
2.3837984E-01,5.0735474E-04
2.3838900E-01,5.5313110E-04
2.3839816E-01,5.0735474E-04
2.3840732E-01,5.4550171E-04
2.3841648E-01,5.3787231E-04
2.3842564E-01,5.4550171E-04
2.3843480E-01,5.7601929E-04
2.3844396E-01,5.9890747E-04
2.3845312E-01,6.0653687E-04
2.3846228E-01,5.9127808E-04
2.3847144E-01,6.2179565E-04
2.3848060E-01,6.3705444E-04
2.3848976E-01,6.3705444E-04
2.3849892E-01,6.1416626E-04
2.3850808E-01,5.6838989E-04
2.3851724E-01,5.7601929E-04
2.3852640E-01,6.2942505E-04
2.3853556E-01,5.9890747E-04
2.3854472E-01,6.6757202E-04
2.3855388E-01,6.5994263E-04
2.3856304E-01,6.5231323E-04
2.3857220E-01,6.1416626E-04
2.3858136E-01,6.2179565E-04
2.3859052E-01,6.7520142E-04
2.3859968E-01,6.7520142E-04
2.3860884E-01,6.5994263E-04
2.3861800E-01,6.9808960E-04
2.3862716E-01,7.2097778E-04
2.3863632E-01,7.2860718E-04
2.3864548E-01,7.2860718E-04
2.3865464E-01,7.5149536E-04
2.3866380E-01,7.2097778E-04
2.3867296E-01,7.2860718E-04
2.3868212E-01,7.2097778E-04
2.3869128E-01,7.1334839E-04
2.3870044E-01,7.7438354E-04
2.3870960E-01,7.9727173E-04
2.3871876E-01,7.9727173E-04
2.3872792E-01,7.8964233E-04
2.3873708E-01,7.7438354E-04
2.3874624E-01,7.8964233E-04
2.3875540E-01,8.3541870E-04
2.3876456E-01,8.2778931E-04
2.3877372E-01,8.2015991E-04
2.3878288E-01,8.4304810E-04
2.3879204E-01,8.5830688E-04
2.3880120E-01,8.2015991E-04
2.3881036E-01,8.4304810E-04
2.3881952E-01,8.8119507E-04
2.3882868E-01,8.8882446E-04
2.3883784E-01,8.9645386E-04
2.3884700E-01,8.6593628E-04
2.3885616E-01,8.6593628E-04
2.3886532E-01,8.5067749E-04
2.3887448E-01,8.5830688E-04
2.3888364E-01,9.0408325E-04
2.3889280E-01,8.8882446E-04
2.3890196E-01,8.9645386E-04
2.3891112E-01,9.2697144E-04
2.3892028E-01,8.8119507E-04
2.3892944E-01,9.4223022E-04
2.3893860E-01,9.5748901E-04
2.3894776E-01,9.2697144E-04
2.3895692E-01,9.1171265E-04
2.3896608E-01,9.4223022E-04
2.3897524E-01,9.4223022E-04
2.3898440E-01,9.9563599E-04
2.3899356E-01,9.4223022E-04
2.3900272E-01,9.7274780E-04
2.3901188E-01,1.0337830E-03
2.3902104E-01,1.0337830E-03
2.3903020E-01,9.7274780E-04
2.3903936E-01,9.7274780E-04
2.3904852E-01,9.5748901E-04
2.3905768E-01,9.9563599E-04
2.3906684E-01,1.0032654E-03
2.3907600E-01,9.2697144E-04
2.3908516E-01,9.4223022E-04
2.3909432E-01,9.4223022E-04
2.3910348E-01,1.0108948E-03
2.3911264E-01,9.5748901E-04
2.3912180E-01,9.8037720E-04
2.3913096E-01,9.9563599E-04
2.3914012E-01,1.0261536E-03
2.3914928E-01,1.0337830E-03
2.3915844E-01,1.0337830E-03
2.3916760E-01,1.0643005E-03
2.3917676E-01,1.0795593E-03
2.3918592E-01,1.0490417E-03
2.3919508E-01,1.0871887E-03
2.3920424E-01,1.0871887E-03
2.3921340E-01,1.0566711E-03
2.3922256E-01,1.1329651E-03
2.3923172E-01,1.0795593E-03
2.3924088E-01,1.0643005E-03
2.3925004E-01,1.0566711E-03
2.3925920E-01,1.0719299E-03
2.3926836E-01,1.0719299E-03
2.3927752E-01,1.0948181E-03
2.3928668E-01,1.1329651E-03
2.3929584E-01,1.1100769E-03
2.3930500E-01,1.1100769E-03
2.3931416E-01,1.0948181E-03
2.3932332E-01,1.1100769E-03
2.3933248E-01,1.0948181E-03
2.3934164E-01,1.0719299E-03
2.3935080E-01,1.0337830E-03
2.3935996E-01,1.0948181E-03
2.3936912E-01,1.0871887E-03
2.3937828E-01,1.0643005E-03
2.3938744E-01,1.0643005E-03
2.3939660E-01,1.1177063E-03
2.3940576E-01,1.1024475E-03
2.3941492E-01,1.1100769E-03
2.3942408E-01,1.1863708E-03
2.3943324E-01,1.2168884E-03
2.3944240E-01,1.1863708E-03
2.3945156E-01,1.1940002E-03
2.3946072E-01,1.2016296E-03
2.3946988E-01,1.2702942E-03
2.3947904E-01,1.2092590E-03
2.3948820E-01,1.2245178E-03
2.3949736E-01,1.2168884E-03
2.3950652E-01,1.2245178E-03
2.3951568E-01,1.2321472E-03
2.3952484E-01,1.2245178E-03
2.3953400E-01,1.2397766E-03
2.3954316E-01,1.2397766E-03
2.3955232E-01,1.2550354E-03
2.3956148E-01,1.2626648E-03
2.3957064E-01,1.2321472E-03
2.3957980E-01,1.2245178E-03
2.3958896E-01,1.2321472E-03
2.3959812E-01,1.2474060E-03
2.3960728E-01,1.2550354E-03
2.3961644E-01,1.2855530E-03
2.3962560E-01,1.2550354E-03
2.3963476E-01,1.2702942E-03
2.3964392E-01,1.2779236E-03
2.3965308E-01,1.2779236E-03
2.3966224E-01,1.2931824E-03
2.3967140E-01,1.2931824E-03
2.3968056E-01,1.3008118E-03
2.3968972E-01,1.3008118E-03
2.3969888E-01,1.3237000E-03
2.3970804E-01,1.2626648E-03
2.3971720E-01,1.3160706E-03
2.3972636E-01,1.3313293E-03
2.3973552E-01,1.3313293E-03
2.3974468E-01,1.3999939E-03
2.3975384E-01,1.3389587E-03
2.3976300E-01,1.3771057E-03
2.3977216E-01,1.3771057E-03
2.3978132E-01,1.3847351E-03
2.3979048E-01,1.3847351E-03
2.3979964E-01,1.3847351E-03
2.3980880E-01,1.4228821E-03
2.3981796E-01,1.3999939E-03
2.3982712E-01,1.4228821E-03
2.3983628E-01,1.4152527E-03
2.3984544E-01,1.3618469E-03
2.3985460E-01,1.4228821E-03
2.3986376E-01,1.4762878E-03
2.3987292E-01,1.4686584E-03
2.3988208E-01,1.4610291E-03
2.3989124E-01,1.4305115E-03
2.3990040E-01,1.3999939E-03
2.3990956E-01,1.4762878E-03
2.3991872E-01,1.4915466E-03
2.3992788E-01,1.5068054E-03
2.3993704E-01,1.4991760E-03
2.3994620E-01,1.5144348E-03
2.3995536E-01,1.4915466E-03
2.3996452E-01,1.4915466E-03
2.3997368E-01,1.5068054E-03
2.3998284E-01,1.5144348E-03
2.3999200E-01,1.4991760E-03
2.4000116E-01,1.5220642E-03
2.4001032E-01,1.5068054E-03
2.4001948E-01,1.4991760E-03
2.4002864E-01,1.4915466E-03
2.4003780E-01,1.5296936E-03
2.4004696E-01,1.4991760E-03
2.4005612E-01,1.4686584E-03
2.4006528E-01,1.4610291E-03
2.4007444E-01,1.5144348E-03
2.4008360E-01,1.4762878E-03
2.4009276E-01,1.4610291E-03
2.4010192E-01,1.4762878E-03
2.4011108E-01,1.5144348E-03
2.4012024E-01,1.4915466E-03
2.4012940E-01,1.4991760E-03
2.4013856E-01,1.4915466E-03
2.4014772E-01,1.5144348E-03
2.4015688E-01,1.5144348E-03
2.4016604E-01,1.5449524E-03
2.4017520E-01,1.5678406E-03
2.4018436E-01,1.5449524E-03
2.4019352E-01,1.5144348E-03
2.4020268E-01,1.5296936E-03
2.4021184E-01,1.5602112E-03
2.4022100E-01,1.5449524E-03
2.4023016E-01,1.5373230E-03
2.4023932E-01,1.5449524E-03
2.4024848E-01,1.5602112E-03
2.4025764E-01,1.5373230E-03
2.4026680E-01,1.5830994E-03
2.4027596E-01,1.6365051E-03
2.4028512E-01,1.5907288E-03
2.4029428E-01,1.6212463E-03
2.4030344E-01,1.6136169E-03
2.4031260E-01,1.6059875E-03
2.4032176E-01,1.5907288E-03
2.4033092E-01,1.5983582E-03
2.4034008E-01,1.6441345E-03
2.4034924E-01,1.6059875E-03
2.4035840E-01,1.5983582E-03
2.4036756E-01,1.6441345E-03
2.4037672E-01,1.5983582E-03
2.4038588E-01,1.6136169E-03
2.4039504E-01,1.5754700E-03
2.4040420E-01,1.5678406E-03
2.4041336E-01,1.5678406E-03
2.4042252E-01,1.6288757E-03
2.4043168E-01,1.5907288E-03
2.4044084E-01,1.5830994E-03
2.4045000E-01,1.6136169E-03
2.4045916E-01,1.6288757E-03
2.4046832E-01,1.6288757E-03
2.4047748E-01,1.6441345E-03
2.4048664E-01,1.6136169E-03
2.4049580E-01,1.6670227E-03
2.4050496E-01,1.6746521E-03
2.4051412E-01,1.6517639E-03
2.4052328E-01,1.5907288E-03
2.4053244E-01,1.5983582E-03
2.4054160E-01,1.6288757E-03
2.4055076E-01,1.5754700E-03
2.4055992E-01,1.5830994E-03
2.4056908E-01,1.6365051E-03
2.4057824E-01,1.5678406E-03
2.4058740E-01,1.5907288E-03
2.4059656E-01,1.5907288E-03
2.4060572E-01,1.5907288E-03
2.4061488E-01,1.5525818E-03
2.4062404E-01,1.5830994E-03
2.4063320E-01,1.5525818E-03
2.4064236E-01,1.5830994E-03
2.4065152E-01,1.5449524E-03
2.4066068E-01,1.5449524E-03
2.4066984E-01,1.5754700E-03
2.4067900E-01,1.5754700E-03
2.4068816E-01,1.5907288E-03
2.4069732E-01,1.5678406E-03
2.4070648E-01,1.6288757E-03
2.4071564E-01,1.6288757E-03
2.4072480E-01,1.6059875E-03
2.4073396E-01,1.6365051E-03
2.4074312E-01,1.6441345E-03
2.4075228E-01,1.6365051E-03
2.4076144E-01,1.5907288E-03
2.4077060E-01,1.6441345E-03
2.4077976E-01,1.6136169E-03
2.4078892E-01,1.6593933E-03
2.4079808E-01,1.6288757E-03
2.4080724E-01,1.6746521E-03
2.4081640E-01,1.6746521E-03
2.4082556E-01,1.6822815E-03
2.4083472E-01,1.7204285E-03
2.4084388E-01,1.7280579E-03
2.4085304E-01,1.6899109E-03
2.4086220E-01,1.6899109E-03
2.4087136E-01,1.7280579E-03
2.4088052E-01,1.6746521E-03
2.4088968E-01,1.6822815E-03
2.4089884E-01,1.6670227E-03
2.4090800E-01,1.6441345E-03
2.4091716E-01,1.6212463E-03
2.4092632E-01,1.6441345E-03
2.4093548E-01,1.6746521E-03
2.4094464E-01,1.6746521E-03
2.4095380E-01,1.6670227E-03
2.4096296E-01,1.6822815E-03
2.4097212E-01,1.6899109E-03
2.4098128E-01,1.6746521E-03
2.4099044E-01,1.6822815E-03
2.4099960E-01,1.6670227E-03
2.4100876E-01,1.6746521E-03
2.4101792E-01,1.6670227E-03
2.4102708E-01,1.6899109E-03
2.4103624E-01,1.7280579E-03
2.4104540E-01,1.6975403E-03
2.4105456E-01,1.6670227E-03
2.4106372E-01,1.6288757E-03
2.4107288E-01,1.6746521E-03
2.4108204E-01,1.6975403E-03
2.4109120E-01,1.6899109E-03
2.4110036E-01,1.6288757E-03
2.4110952E-01,1.7051697E-03
2.4111868E-01,1.6746521E-03
2.4112784E-01,1.7127991E-03
2.4113700E-01,1.7051697E-03
2.4114616E-01,1.7662048E-03
2.4115532E-01,1.7662048E-03
2.4116448E-01,1.7585754E-03
2.4117364E-01,1.7204285E-03
2.4118280E-01,1.7051697E-03
2.4119196E-01,1.6899109E-03
2.4120112E-01,1.7051697E-03
2.4121028E-01,1.6975403E-03
2.4121944E-01,1.7433167E-03
2.4122860E-01,1.7585754E-03
2.4123776E-01,1.6670227E-03
2.4124692E-01,1.6975403E-03
2.4125608E-01,1.7127991E-03
2.4126524E-01,1.7662048E-03
2.4127440E-01,1.7662048E-03
2.4128356E-01,1.7967224E-03
2.4129272E-01,1.8424988E-03
2.4130188E-01,1.7814636E-03
2.4131104E-01,1.8043518E-03
2.4132020E-01,1.7890930E-03
2.4132936E-01,1.8043518E-03
2.4133852E-01,1.8196106E-03
2.4134768E-01,1.8577576E-03
2.4135684E-01,1.8424988E-03
2.4136600E-01,1.8501282E-03
2.4137516E-01,1.8501282E-03
2.4138432E-01,1.8882751E-03
2.4139348E-01,1.9035339E-03
2.4140264E-01,1.8959045E-03
2.4141180E-01,1.9569397E-03
2.4142096E-01,1.9264221E-03
2.4143012E-01,1.9264221E-03
2.4143928E-01,1.8577576E-03
2.4144844E-01,1.8806458E-03
2.4145760E-01,1.8272400E-03
2.4146676E-01,1.8272400E-03
2.4147592E-01,1.8196106E-03
2.4148508E-01,1.8348694E-03
2.4149424E-01,1.8653870E-03
2.4150340E-01,1.8272400E-03
2.4151256E-01,1.8043518E-03
2.4152172E-01,1.7738342E-03
2.4153088E-01,1.7738342E-03
2.4154004E-01,1.7814636E-03
2.4154920E-01,1.7738342E-03
2.4155836E-01,1.7967224E-03
2.4156752E-01,1.8043518E-03
2.4157668E-01,1.7814636E-03
2.4158584E-01,1.8348694E-03
2.4159500E-01,1.8806458E-03
2.4160416E-01,1.8959045E-03
2.4161332E-01,1.8730164E-03
2.4162248E-01,1.8577576E-03
2.4163164E-01,1.8577576E-03
2.4164080E-01,1.8577576E-03
2.4164996E-01,1.8730164E-03
2.4165912E-01,1.9111633E-03
2.4166828E-01,1.8730164E-03
2.4167744E-01,1.8806458E-03
2.4168660E-01,1.8577576E-03
2.4169576E-01,1.8577576E-03
2.4170492E-01,1.9340515E-03
2.4171408E-01,1.9264221E-03
2.4172324E-01,1.9264221E-03
2.4173240E-01,1.9035339E-03
2.4174156E-01,1.8806458E-03
2.4175072E-01,1.8882751E-03
2.4175988E-01,1.8959045E-03
2.4176904E-01,1.8806458E-03
2.4177820E-01,1.8882751E-03
2.4178736E-01,1.9111633E-03
2.4179652E-01,1.8806458E-03
2.4180568E-01,1.8730164E-03
2.4181484E-01,1.8806458E-03
2.4182400E-01,1.8577576E-03
2.4183316E-01,1.8959045E-03
2.4184232E-01,1.9035339E-03
2.4185148E-01,1.9035339E-03
2.4186064E-01,1.8882751E-03
2.4186980E-01,1.8577576E-03
2.4187896E-01,1.9187927E-03
2.4188812E-01,1.8882751E-03
2.4189728E-01,1.9264221E-03
2.4190644E-01,1.8806458E-03
2.4191560E-01,1.8959045E-03
2.4192476E-01,1.9264221E-03
2.4193392E-01,1.9493103E-03
2.4194308E-01,1.9950867E-03
2.4195224E-01,1.9493103E-03
2.4196140E-01,1.9798279E-03
2.4197056E-01,1.9645691E-03
2.4197972E-01,1.9645691E-03
2.4198888E-01,2.0027161E-03
2.4199804E-01,2.0179749E-03
2.4200720E-01,2.0103455E-03
2.4201636E-01,1.9798279E-03
2.4202552E-01,2.0103455E-03
2.4203468E-01,2.0027161E-03
2.4204384E-01,1.9874573E-03
2.4205300E-01,1.9874573E-03
2.4206216E-01,2.0027161E-03
2.4207132E-01,1.9721985E-03
2.4208048E-01,1.9798279E-03
2.4208964E-01,1.9721985E-03
2.4209880E-01,1.9645691E-03
2.4210796E-01,2.0027161E-03
2.4211712E-01,2.0256042E-03
2.4212628E-01,2.0256042E-03
2.4213544E-01,1.9950867E-03
2.4214460E-01,1.9416809E-03
2.4215376E-01,1.9416809E-03
2.4216292E-01,1.9645691E-03
2.4217208E-01,1.9187927E-03
2.4218124E-01,1.9264221E-03
2.4219040E-01,1.9187927E-03
2.4219956E-01,1.8730164E-03
2.4220872E-01,1.9493103E-03
2.4221788E-01,1.9798279E-03
2.4222704E-01,1.9569397E-03
2.4223620E-01,1.9111633E-03
2.4224536E-01,1.8730164E-03
2.4225452E-01,1.8806458E-03
2.4226368E-01,1.9493103E-03
2.4227284E-01,1.8806458E-03
2.4228200E-01,1.8501282E-03
2.4229116E-01,1.8959045E-03
2.4230032E-01,1.8959045E-03
2.4230948E-01,1.9111633E-03
2.4231864E-01,1.9187927E-03
2.4232780E-01,1.9340515E-03
2.4233696E-01,1.9493103E-03
2.4234612E-01,1.9340515E-03
2.4235528E-01,1.9493103E-03
2.4236444E-01,1.9645691E-03
2.4237360E-01,2.0027161E-03
2.4238276E-01,1.9340515E-03
2.4239192E-01,1.9569397E-03
2.4240108E-01,1.9569397E-03
2.4241024E-01,1.9416809E-03
2.4241940E-01,1.9874573E-03
2.4242856E-01,1.9264221E-03
2.4243772E-01,1.9187927E-03
2.4244688E-01,1.9187927E-03
2.4245604E-01,1.9493103E-03
2.4246520E-01,1.9187927E-03
2.4247436E-01,1.9187927E-03
2.4248352E-01,1.9416809E-03
2.4249268E-01,1.9569397E-03
2.4250184E-01,1.9950867E-03
2.4251100E-01,1.9874573E-03
2.4252016E-01,1.9798279E-03
2.4252932E-01,1.9493103E-03
2.4253848E-01,1.9493103E-03
2.4254764E-01,1.9569397E-03
2.4255680E-01,2.0027161E-03
2.4256596E-01,1.9950867E-03
2.4257512E-01,1.9874573E-03
2.4258428E-01,2.0256042E-03
2.4259344E-01,2.0027161E-03
2.4260260E-01,2.0027161E-03
2.4261176E-01,1.9798279E-03
2.4262092E-01,2.0103455E-03
2.4263008E-01,1.9874573E-03
2.4263924E-01,1.9569397E-03
2.4264840E-01,1.9187927E-03
2.4265756E-01,1.9416809E-03
2.4266672E-01,2.0103455E-03
2.4267588E-01,2.0332336E-03
2.4268504E-01,2.0103455E-03
2.4269420E-01,2.0790100E-03
2.4270336E-01,2.0484924E-03
2.4271252E-01,2.0332336E-03
2.4272168E-01,2.0637512E-03
2.4273084E-01,2.0027161E-03
2.4274000E-01,2.0332336E-03
2.4274916E-01,2.0179749E-03
2.4275832E-01,2.0713806E-03
2.4276748E-01,2.0484924E-03
2.4277664E-01,2.0256042E-03
2.4278580E-01,2.0332336E-03
2.4279496E-01,2.0484924E-03
2.4280412E-01,2.0256042E-03
2.4281328E-01,2.0637512E-03
2.4282244E-01,2.1018982E-03
2.4283160E-01,2.0637512E-03
2.4284076E-01,2.1095276E-03
2.4284992E-01,2.0408630E-03
2.4285908E-01,2.1018982E-03
2.4286824E-01,2.0713806E-03
2.4287740E-01,2.0637512E-03
2.4288656E-01,2.1018982E-03
2.4289572E-01,2.0942688E-03
2.4290488E-01,2.0637512E-03
2.4291404E-01,2.1018982E-03
2.4292320E-01,2.1553040E-03
2.4293236E-01,2.1324158E-03
2.4294152E-01,2.1476746E-03
2.4295068E-01,2.1171570E-03
2.4295984E-01,2.1018982E-03
2.4296900E-01,2.0942688E-03
2.4297816E-01,2.0484924E-03
2.4298732E-01,2.0866394E-03
2.4299648E-01,2.0256042E-03
2.4300564E-01,2.0408630E-03
2.4301480E-01,2.0484924E-03
2.4302396E-01,2.0256042E-03
2.4303312E-01,1.9950867E-03
2.4304228E-01,2.0256042E-03
2.4305144E-01,2.0179749E-03
2.4306060E-01,2.0256042E-03
2.4306976E-01,2.0408630E-03
2.4307892E-01,2.0790100E-03
2.4308808E-01,2.0103455E-03
2.4309724E-01,2.0332336E-03
2.4310640E-01,2.0332336E-03
2.4311556E-01,2.0179749E-03
2.4312472E-01,2.0256042E-03
2.4313388E-01,2.0027161E-03
2.4314304E-01,1.9721985E-03
2.4315220E-01,2.0179749E-03
2.4316136E-01,2.0408630E-03
2.4317052E-01,2.0027161E-03
2.4317968E-01,2.0103455E-03
2.4318884E-01,1.9569397E-03
2.4319800E-01,1.9721985E-03
2.4320716E-01,1.9569397E-03
2.4321632E-01,1.9264221E-03
2.4322548E-01,1.9569397E-03
2.4323464E-01,1.9721985E-03
2.4324380E-01,1.9874573E-03
2.4325296E-01,1.9798279E-03
2.4326212E-01,2.0027161E-03
2.4327128E-01,1.9645691E-03
2.4328044E-01,1.9721985E-03
2.4328960E-01,1.9874573E-03
2.4329876E-01,2.0256042E-03
2.4330792E-01,1.9950867E-03
2.4331708E-01,2.0256042E-03
2.4332624E-01,1.9950867E-03
2.4333540E-01,1.9874573E-03
2.4334456E-01,1.9874573E-03
2.4335372E-01,1.9798279E-03
2.4336288E-01,1.9493103E-03
2.4337204E-01,2.0103455E-03
2.4338120E-01,2.0103455E-03
2.4339036E-01,2.0103455E-03
2.4339952E-01,2.0179749E-03
2.4340868E-01,2.0103455E-03
2.4341784E-01,2.0103455E-03
2.4342700E-01,2.0256042E-03
2.4343616E-01,2.0561218E-03
2.4344532E-01,2.0408630E-03
2.4345448E-01,2.0027161E-03
2.4346364E-01,2.0256042E-03
2.4347280E-01,2.0332336E-03
2.4348196E-01,2.0256042E-03
2.4349112E-01,2.0103455E-03
2.4350028E-01,2.0408630E-03
2.4350944E-01,2.0027161E-03
2.4351860E-01,1.9798279E-03
2.4352776E-01,1.9950867E-03
2.4353692E-01,1.9569397E-03
2.4354608E-01,1.9798279E-03
2.4355524E-01,2.0179749E-03
2.4356440E-01,2.0027161E-03
2.4357356E-01,2.0103455E-03
2.4358272E-01,1.9950867E-03
2.4359188E-01,1.9798279E-03
2.4360104E-01,2.0027161E-03
2.4361020E-01,1.9798279E-03
2.4361936E-01,1.9874573E-03
2.4362852E-01,1.9721985E-03
2.4363768E-01,1.9645691E-03
2.4364684E-01,1.9950867E-03
2.4365600E-01,1.9569397E-03
2.4366516E-01,1.9569397E-03
2.4367432E-01,1.9569397E-03
2.4368348E-01,1.9493103E-03
2.4369264E-01,2.0256042E-03
2.4370180E-01,1.9493103E-03
2.4371096E-01,2.0256042E-03
2.4372012E-01,2.0256042E-03
2.4372928E-01,1.9798279E-03
2.4373844E-01,1.9645691E-03
2.4374760E-01,1.9340515E-03
2.4375676E-01,2.0027161E-03
2.4376592E-01,2.0103455E-03
2.4377508E-01,1.9493103E-03
2.4378424E-01,2.0179749E-03
2.4379340E-01,2.0103455E-03
2.4380256E-01,2.0103455E-03
2.4381172E-01,1.9874573E-03
2.4382088E-01,1.9950867E-03
2.4383004E-01,2.0332336E-03
2.4383920E-01,2.0256042E-03
2.4384836E-01,2.0179749E-03
2.4385752E-01,2.0790100E-03
2.4386668E-01,2.1018982E-03
